xenocanto_11_2,ebird2022_species,comment
prionochilus thoracicus,scbflo2,Exact match
dicaeum dayakorum,speflo1,Exact match
dicaeum annae,gorflo1,Exact match
dicaeum everetti,brbflo1,Exact match
dicaeum proprium,whiflo1,Exact match
dicaeum chrysorrheum,yevflo1,Exact match
dicaeum melanozanthum,yebflo1,Exact match
dicaeum aureolimbatum,yesflo1,Exact match
dicaeum nigrilore,olcflo1,Exact match
dicaeum bicolor,bicflo1,Exact match
dicaeum australe,resflo1,Exact match
dicaeum haematostictum,rekflo1,Exact match
dicaeum retrocinctum,sccflo1,Exact match
dicaeum quadricolor,cebflo1,Exact match
dicaeum trigonostigma,orbflo1,Exact match
dicaeum erythrorhynchos,pabflo1,Exact match
dicaeum concolor,plaflo1,Exact match
dicaeum minullum,plaflo2,Exact match
dicaeum virescens,andflo1,Exact match
dicaeum pygmaeum,pygflo1,Exact match
dicaeum nehrkorni,crcflo1,Exact match
dicaeum schistaceiceps,flbflo3,Exact match
dicaeum vulneratum,ashflo1,Exact match
dicaeum pectorale,olcflo2,Exact match
dicaeum geelvinkianum,recflo1,Exact match
dicaeum nitidum,louflo1,Exact match
dicaeum eximium,rebflo1,Exact match
dicaeum aeneum,midflo1,Exact match
dicaeum tristrami,motflo1,Exact match
dicaeum igniferum,blfflo1,Exact match
dicaeum hirundinaceum,mistle1,Exact match
dicaeum monticolum,blsflo1,Exact match
dicaeum ignipectus,fibflo2,Exact match
dicaeum sanguinolentum,blbflo1,Exact match
dicaeum cruentatum,scbflo1,Exact match
dicaeum trochileum,schflo1,Exact match
chalcoparia singalensis,rucsun2,Exact match
deleornis fraseri,sctsun2,Exact match
anthreptes reichenowi,plbsun1,Exact match
anthreptes anchietae,ancsun1,Exact match
anthreptes simplex,plasun1,Exact match
anthreptes malacensis,pltsun2,Exact match
anthreptes rhodolaemus,retsun3,Exact match
anthreptes longuemarei,wvbsun1,Exact match
anthreptes orientalis,kvbsun1,Exact match
anthreptes neglectus,uvbsun1,Exact match
anthreptes aurantius,vitsun1,Exact match
anthreptes seimundi,ligsun2,Exact match
hedydipna collaris,colsun2,Exact match
hedydipna platura,pygsun2,Exact match
hedydipna metallica,nivsun2,Exact match
hedydipna pallidigaster,amasun2,Exact match
anabathmis reichenbachii,reisun2,Exact match
anabathmis hartlaubii,prisun2,Exact match
anabathmis newtonii,newsun2,Exact match
anthobaphes violacea,orbsun2,Exact match
cyanomitra verticalis,gnhsun1,Exact match
cyanomitra bannermani,bansun3,Exact match
cyanomitra cyanolaema,btbsun2,Exact match
cyanomitra oritis,camsun2,Exact match
cyanomitra alinae,buhsun1,Exact match
cyanomitra olivacea,eaosun1,Exact match
chalcomitra adelberti,butsun2,Exact match
chalcomitra fuliginosa,carsun2,Exact match
chalcomitra rubescens,gntsun1,Exact match
chalcomitra amethystina,amesun2,Exact match
chalcomitra senegalensis,sccsun2,Exact match
chalcomitra hunteri,hunsun2,Exact match
chalcomitra balfouri,socsun2,Exact match
leptocoma zeylonica,pursun3,Exact match
leptocoma minima,crbsun2,Exact match
leptocoma sperata,putsun3,Exact match
leptocoma brasiliana,vahsun1,Exact match
leptocoma aspasia,blksun1,Exact match
leptocoma calcostetha,cotsun2,Exact match
nectarinia bocagii,bocsun2,Exact match
nectarinia purpureiventris,pubsun3,Exact match
nectarinia tacazze,tacsun1,Exact match
nectarinia famosa,malsun1,Exact match
drepanorhynchus reichenowi,gowsun2,Exact match
cinnyris chloropygius,olbsun3,Exact match
cinnyris minullus,tinsun2,Exact match
cinnyris manoensis,miosun3,Exact match
cinnyris gertrudis,miosun2,Exact match
cinnyris chalybeus,sdcsun3,Exact match
cinnyris neergaardi,neesun2,Exact match
cinnyris reichenowi,ndcsun2,Exact match
cinnyris afer,gdcsun2,Exact match
cinnyris regius,regsun2,Exact match
cinnyris rockefelleri,rocsun2,Exact match
cinnyris mediocris,edcsun3,Exact match
cinnyris usambaricus,edcsun4,Exact match
cinnyris fuelleborni,edcsun1,Exact match
cinnyris moreaui,morsun2,Exact match
cinnyris loveridgei,lovsun3,Exact match
cinnyris pulchellus,beasun2,Exact match
cinnyris congensis,consun2,Exact match
cinnyris erythrocercus,recsun2,Exact match
cinnyris nectarinioides,bkbsun1,Exact match
cinnyris bifasciatus,pubsun4,Exact match
cinnyris tsavoensis,tsasun1,Exact match
cinnyris chalcomelas,vibsun2,Exact match
cinnyris pembae,pemsun2,Exact match
cinnyris bouvieri,ortsun3,Exact match
cinnyris osea,palsun2,Exact match
cinnyris habessinicus,shisun3,Exact match
cinnyris coccinigastrus,splsun2,Exact match
cinnyris johannae,johsun2,Exact match
cinnyris superbus,supsun2,Exact match
cinnyris rufipennis,ruwsun2,Exact match
cinnyris oustaleti,oussun2,Exact match
cinnyris venustus,varsun2,Exact match
cinnyris fuscus,dussun2,Exact match
cinnyris ursulae,urssun2,Exact match
cinnyris batesi,batsun2,Exact match
cinnyris cupreus,copsun2,Exact match
cinnyris asiaticus,pursun4,Exact match
cinnyris jugularis,olbsun4,Exact match
cinnyris buettikoferi,apbsun2,Exact match
cinnyris solaris,flbsun2,Exact match
cinnyris dussumieri,seysun2,Exact match
cinnyris humbloti,humsun2,Exact match
cinnyris comorensis,anjsun2,Exact match
cinnyris coquerellii,maysun2,Exact match
cinnyris lotenius,lobsun2,Exact match
aethopyga linaraborae,linsun1,Exact match
aethopyga flagrans,flasun1,Exact match
aethopyga guimarasensis,mansun1,Exact match
aethopyga pulcherrima,mewsun2,Exact match
aethopyga decorosa,bohsun1,Exact match
aethopyga duyvenbodei,elesun1,Exact match
aethopyga shelleyi,lovsun1,Exact match
aethopyga bella,hansun1,Exact match
aethopyga gouldiae,gousun1,Exact match
aethopyga nipalensis,grtsun1,Exact match
aethopyga eximia,whfsun1,Exact match
aethopyga christinae,fotsun1,Exact match
aethopyga saturata,bltsun1,Exact match
aethopyga siparaja,eacsun1,Exact match
aethopyga magnifica,magsun1,Exact match
aethopyga vigorsii,wecsun1,Exact match
aethopyga mystacalis,scasun1,Exact match
aethopyga temminckii,temsun1,Exact match
aethopyga ignicauda,fitsun1,Exact match
arachnothera longirostra,litspi1,Exact match
arachnothera flammifera,ortspi1,Exact match
arachnothera dilutior,palspi2,Exact match
arachnothera crassirostris,thbspi1,Exact match
arachnothera robusta,lobspi1,Exact match
arachnothera flavigaster,spespi2,Exact match
arachnothera chrysogenys,yeespi1,Exact match
arachnothera clarae,nafspi1,Exact match
arachnothera affinis,stbspi2,Exact match
arachnothera magna,strspi1,Exact match
arachnothera juliae,whispi1,Exact match
hypocryptadius cinnamomeus,cinwhe1,Exact match
carpospiza brachydactyla,palroc1,Exact match
petronia petronia,rocpet1,Exact match
montifringilla henrici,tibsno2,Exact match
montifringilla nivalis,whwsno1,Exact match
montifringilla adamsi,blwsno1,Exact match
gymnoris pyrgita,yespet1,Exact match
gymnoris superciliaris,yetpet1,Exact match
gymnoris dentata,buspet1,Exact match
gymnoris xanthocollis,chspet1,Exact match
passer melanurus,capspa1,Exact match
passer eminibey,chespa1,Exact match
passer swainsonii,swaspa2,Exact match
passer suahelicus,swaspa1,Exact match
passer gongonensis,pabspa1,Exact match
passer pyrrhonotus,sinspa1,Exact match
passer cinnamomeus,russpa2,Exact match
passer montanus,eutspa,Exact match
passer ammodendri,saxspa1,Exact match
passer flaveolus,plbspa1,Exact match
passer insularis,socspa1,Exact match
passer hispaniolensis,spaspa1,Exact match
passer italiae,itaspa1,Exact match
passer domesticus,houspa,Exact match
passer castanopterus,somspa1,Exact match
passer simplex,desspa3,Exact match
passer zarudnyi,desspa4,Exact match
passer euchlorus,argspa2,Exact match
passer luteus,sugspa1,Exact match
passer moabiticus,desspa1,Exact match
plocepasser mahali,wbswea1,Exact match
plocepasser superciliosus,ccswea1,Exact match
plocepasser rufoscapulatus,cbswea1,Exact match
histurgops ruficauda,rutwea1,Exact match
philetairus socius,socwea1,Exact match
sporopipes frontalis,spfwea1,Exact match
ploceus baglafecht,bagwea1,Exact match
ploceus bannermani,banwea1,Exact match
ploceus batesi,batwea1,Exact match
ploceus nigrimentus,bkcwea1,Exact match
ploceus bertrandi,berwea2,Exact match
ploceus pelzelni,slbwea1,Exact match
ploceus subpersonatus,loawea1,Exact match
ploceus luteolus,litwea1,Exact match
ploceus ocularis,spewea1,Exact match
ploceus alienus,strwea1,Exact match
ploceus melanogaster,blbwea1,Exact match
ploceus capensis,capwea1,Exact match
ploceus temporalis,bocwea1,Exact match
ploceus aurantius,orawea1,Exact match
ploceus bojeri,gopwea1,Exact match
ploceus castanops,nbtwea1,Exact match
ploceus xanthopterus,sbtwea1,Exact match
ploceus burnieri,kilwea1,Exact match
ploceus galbula,ruewea1,Exact match
ploceus spekei,spewea2,Exact match
ploceus spekeoides,foxwea1,Exact match
ploceus cucullatus,vilwea1,Exact match
ploceus grandis,giawea1,Exact match
ploceus weynsi,weywea1,Exact match
ploceus golandi,clawea1,Exact match
ploceus melanocephalus,blhwea1,Exact match
ploceus jacksoni,gobwea1,Exact match
ploceus badius,cinwea1,Exact match
ploceus rubiginosus,chewea1,Exact match
ploceus aureonucha,gonwea1,Exact match
ploceus tricolor,yemwea1,Exact match
ploceus albinucha,mabwea1,Exact match
ploceus nelicourvi,nelwea1,Exact match
ploceus sakalava,sakwea1,Exact match
ploceus hypoxanthus,asgwea2,Exact match
ploceus benghalensis,benwea1,Exact match
ploceus manyar,strwea2,Exact match
ploceus philippinus,baywea1,Exact match
ploceus megarhynchus,yelwea1,Exact match
ploceus preussi,prewea1,Exact match
ploceus dorsomaculatus,yecwea1,Exact match
ploceus olivaceiceps,olhwea1,Exact match
ploceus nicolli,usawea1,Exact match
ploceus insignis,brcwea1,Exact match
ploceus angolensis,bawwea1,Exact match
ploceus sanctithomae,satwea1,Exact match
ploceus flavipes,yelwea2,Exact match
malimbus coronatus,recmal2,Exact match
malimbus racheliae,racmal1,Exact match
malimbus scutatus,revmal1,Exact match
malimbus ibadanensis,ibamal1,Exact match
malimbus nitens,gramal1,Exact match
malimbus rubricollis,rehmal1,Exact match
malimbus erythrogaster,rebmal1,Exact match
malimbus malimbicus,cremal1,Exact match
quelea cardinalis,carque1,Exact match
quelea erythrops,rehque1,Exact match
quelea quelea,rebque1,Exact match
foudia madagascariensis,redfod1,Exact match
foudia aldabrana,rehfod3,Exact match
foudia omissa,forfod1,Exact match
foudia rubra,maufod1,Exact match
foudia sechellarum,seyfod1,Exact match
foudia flavicans,rodfod1,Exact match
brachycope anomala,botwea1,Exact match
euplectes afer,yecbis,Exact match
euplectes diadematus,fifbis1,Exact match
euplectes gierowii,blabis1,Exact match
euplectes nigroventris,zanbis1,Exact match
euplectes orix,redbis,Exact match
euplectes franciscanus,orabis1,Exact match
euplectes aureus,gobbis1,Exact match
euplectes capensis,yelbis1,Exact match
euplectes axillaris,fatwid1,Exact match
euplectes macroura,yeswid2,Exact match
euplectes hartlaubi,marwid1,Exact match
euplectes albonotatus,whwwid1,Exact match
euplectes progne,lotwid1,Exact match
euplectes jacksoni,jacwid1,Exact match
oreostruthus fuliginosus,moufir1,Exact match
stagonopleura guttata,diafir1,Exact match
stagonopleura oculata,reefir1,Exact match
stagonopleura bella,beafir1,Exact match
neochmia phaeton,crifin1,Exact match
bathilda ruficauda,stafin1,Exact match
aidemosyne modesta,plhfin1,Exact match
stizoptera bichenovii,dobfin1,Exact match
taeniopygia guttata,zebfin2,Exact match
poephila personata,masfin1,Exact match
poephila acuticauda,lotfin1,Exact match
poephila cincta,bltfin1,Exact match
spermestes cucullata,broman1,Exact match
spermestes fringilloides,magman1,Exact match
euodice cantans,afrsil1,Exact match
euodice malabarica,indsil,Exact match
padda oryzivora,javspa,Exact match
padda fuscata,timspa4,Exact match
lonchura punctulata,nutman,Exact match
lonchura kelaarti,bltmun1,Exact match
lonchura molucca,blfmun1,Exact match
lonchura striata,whrmun,Exact match
lonchura fuscans,dusmun1,Exact match
lonchura leucogastra,whbmun1,Exact match
lonchura leucogastroides,javmun1,Exact match
lonchura malacca,trimun,Exact match
lonchura atricapilla,chemun,Exact match
lonchura ferruginosa,whcmun1,Exact match
lonchura maja,whhmun1,Exact match
lonchura pallida,pahmun1,Exact match
lonchura quinticolor,ficmun1,Exact match
chloebia gouldiae,goufin3,Exact match
erythrura prasina,pitpar1,Exact match
erythrura viridifacies,grfpar1,Exact match
erythrura hyperythra,tabpar1,Exact match
erythrura psittacea,retpar3,Exact match
erythrura pealii,fijpar1,Exact match
erythrura kleinschmidti,pibpar1,Exact match
erythrura tricolor,tripar1,Exact match
erythrura coloria,reepar2,Exact match
erythrura papuana,pappar1,Exact match
erythrura trichroa,blfpar3,Exact match
nesocharis shelleyi,fepoli1,Exact match
nesocharis ansorgei,whcoli1,Exact match
coccopygia quartinia,yebwax2,Exact match
coccopygia melanotis,swewax3,Exact match
cryptospiza shelleyi,shcwin1,Exact match
cryptospiza jacksoni,ducwin1,Exact match
cryptospiza salvadorii,abcwin1,Exact match
cryptospiza reichenovii,rfcwin1,Exact match
parmoptila rubrifrons,refant1,Exact match
parmoptila woodhousei,wooant1,Exact match
parmoptila jamesoni,jamant1,Exact match
nigrita fusconotus,whbneg2,Exact match
nigrita bicolor,chbneg1,Exact match
nigrita luteifrons,pafneg1,Exact match
brunhilda charmosyna,rerwax1,Exact match
brunhilda erythronotos,blcwax1,Exact match
glaucestrilda caerulescens,lavwax,Exact match
glaucestrilda thomensis,cinwax1,Exact match
estrilda nonnula,blcwax2,Exact match
estrilda atricapilla,blhwax1,Exact match
estrilda kandti,kanwax1,Exact match
estrilda melpoda,orcwax,Exact match
estrilda poliopareia,anawax1,Exact match
estrilda astrild,comwax,Exact match
estrilda nigriloris,blfwax1,Exact match
estrilda troglodytes,bkrwax,Exact match
estrilda rhodopyga,crrwax1,Exact match
estrilda rufibarba,arawax1,Exact match
ortygospiza atricollis,quailf1,Exact match
amadina erythrocephala,rehfin1,Exact match
amandava formosa,grnava1,Exact match
amandava amandava,redava,Exact match
granatina ianthinogaster,purgre2,Exact match
granatina granatina,viewax1,Exact match
spermophaga poliogenys,grablu1,Exact match
spermophaga haematina,wesblu1,Exact match
spermophaga ruficapilla,rehblu1,Exact match
pyrenestes minor,lessee1,Exact match
pyrenestes sanguineus,crisee1,Exact match
pyrenestes ostrinus,blbsee1,Exact match
pytilia melba,grwpyt1,Exact match
pytilia afra,orwpyt1,Exact match
pytilia phoenicoptera,rewpyt1,Exact match
pytilia lineata,rebpyt1,Exact match
euschistospiza dybowskii,dybtwi1,Exact match
euschistospiza cinereovinacea,dustwi1,Exact match
hypargos margaritatus,pittwi1,Exact match
clytospiza monteiri,brotwi1,Exact match
lagonosticta senegala,rebfir2,Exact match
lagonosticta rhodopareia,jamfir1,Exact match
lagonosticta virata,malfir1,Exact match
lagonosticta sanguinodorsalis,rocfir1,Exact match
lagonosticta rara,blbfir1,Exact match
lagonosticta rufopicta,babfir1,Exact match
lagonosticta nitidula,brnfir1,Exact match
lagonosticta larvata,bkffir1,Exact match
vidua chalybeata,vilind,Exact match
vidua purpurascens,purind1,Exact match
vidua raricola,jamind1,Exact match
vidua wilsoni,pawind1,Exact match
vidua nigeriae,quaind1,Exact match
vidua maryae,jopind1,Exact match
vidua camerunensis,camind1,Exact match
vidua macroura,pitwhy,Exact match
vidua hypocherina,stbwhy1,Exact match
vidua fischeri,sttwhy1,Exact match
vidua regia,shtwhy1,Exact match
peucedramus taeniatus,oliwar,Exact match
prunella collaris,alpacc1,Exact match
prunella himalayana,himacc1,Exact match
prunella rubeculoides,robacc1,Exact match
prunella strophiata,rubacc1,Exact match
prunella montanella,sibacc,Exact match
prunella fulvescens,broacc1,Exact match
prunella atrogularis,bltacc1,Exact match
prunella modularis,dunnoc1,Exact match
prunella rubida,japacc1,Exact match
prunella immaculata,mabacc1,Exact match
dendronanthus indicus,forwag1,Exact match
motacilla flava,eaywag1,Exact match
motacilla tschutschensis,eaywag,Exact match
motacilla citreola,citwag,Exact match
motacilla capensis,capwag1,Exact match
motacilla flaviventris,madwag1,Exact match
motacilla clara,mouwag1,Exact match
motacilla alba,whiwag,Exact match
motacilla aguimp,afpwag1,Exact match
motacilla samveasnae,mekwag1,Exact match
motacilla grandis,japwag1,Exact match
motacilla maderaspatensis,whbwag1,Exact match
tmetothylacus tenellus,golpip1,Exact match
macronyx sharpei,shalon1,Exact match
macronyx flavicollis,abylon1,Exact match
macronyx fuelleborni,fuelon2,Exact match
macronyx croceus,yetlon1,Exact match
macronyx aurantiigula,panlon1,Exact match
macronyx ameliae,rotlon1,Exact match
macronyx grimwoodi,grilon1,Exact match
anthus richardi,ricpip1,Exact match
anthus rufulus,oripip1,Exact match
anthus australis,auspip2,Exact match
anthus novaeseelandiae,auspip3,Exact match
anthus cinnamomeus,afrpip1,Exact match
anthus hoeschi,moupip1,Exact match
anthus godlewskii,blypip1,Exact match
anthus campestris,tawpip1,Exact match
anthus similis,lobpip1,Exact match
anthus nicholsoni,lobpip7,Exact match
anthus vaalensis,bufpip1,Exact match
anthus leucophrys,plbpip1,Exact match
anthus pallidiventris,lolpip1,Exact match
anthus pratensis,meapip1,Exact match
anthus trivialis,trepip,Exact match
anthus hodgsoni,olbpip,Exact match
anthus gustavi,pecpip,Exact match
anthus roseatus,rospip1,Exact match
anthus cervinus,retpip,Exact match
anthus spinoletta,watpip1,Exact match
anthus nilghiriensis,nilpip1,Exact match
anthus sylvanus,uplpip1,Exact match
anthus berthelotii,berpip1,Exact match
anthus lineiventris,strpip1,Exact match
anthus brachyurus,shtpip1,Exact match
anthus sokokensis,sokpip1,Exact match
anthus melindae,malpip1,Exact match
anthus gutturalis,alppip1,Exact match
anthus ruficollis,rtweye1,Exact match
anthus spragueii,sprpip,Exact match
anthus lutescens,yelpip2,Exact match
anthus peruvianus,yelpip3,Exact match
anthus furcatus,shbpip1,Exact match
anthus brevirostris,shbpip3,Exact match
anthus chacoensis,chapip1,Exact match
anthus correndera,corpip1,Exact match
anthus antarcticus,sogpip1,Exact match
anthus nattereri,ocbpip1,Exact match
anthus hellmayri,helpip1,Exact match
anthus bogotensis,parpip1,Exact match
