ioc_12_2,clements
rhipidura superflua,rhipidura superflua
rhipidura teysmanni,rhipidura teysmanni
rhipidura habibiei,rhipidura habibiei
rhipidura sulaensis,rhipidura sulaensis
rhipidura opistherythra,rhipidura opistherythra
rhipidura rufidorsa,rhipidura rufidorsa
rhipidura dahli,rhipidura dahli
rhipidura matthiae,rhipidura matthiae
rhipidura malaitae,rhipidura malaitae
rhipidura semirubra,rhipidura semirubra
rhipidura rufifrons,rhipidura rufifrons
rhipidura kubaryi,rhipidura kubaryi
rhipidura dryas,rhipidura dryas
chaetorhynchus papuensis,chaetorhynchus papuensis
eutrichomyias rowleyi,eutrichomyias rowleyi
lamprolia klinesmithi,lamprolia klinesmithi
lamprolia victoriae,lamprolia victoriae
hypothymis azurea,hypothymis azurea
hypothymis puella,hypothymis puella
hypothymis helenae,hypothymis helenae
hypothymis coelestis,hypothymis coelestis
trochocercus cyanomelas,trochocercus cyanomelas
trochocercus nitens,trochocercus nitens
terpsiphone bedfordi,terpsiphone bedfordi
terpsiphone rufocinerea,terpsiphone rufocinerea
terpsiphone rufiventer,terpsiphone rufiventer
terpsiphone smithii,unknown
terpsiphone batesi,terpsiphone batesi
terpsiphone viridis,terpsiphone viridis
terpsiphone paradisi,terpsiphone paradisi
terpsiphone affinis,terpsiphone affinis
terpsiphone floris,unknown
terpsiphone incei,terpsiphone incei
terpsiphone atrocaudata,terpsiphone atrocaudata
terpsiphone cyanescens,terpsiphone cyanescens
terpsiphone cinnamomea,terpsiphone cinnamomea
terpsiphone atrochalybeia,terpsiphone atrochalybeia
terpsiphone mutata,terpsiphone mutata
terpsiphone corvina,terpsiphone corvina
terpsiphone bourbonnensis,terpsiphone bourbonnensis
chasiempis sclateri,chasiempis sclateri
chasiempis ibidis,chasiempis ibidis
chasiempis sandwichensis,chasiempis sandwichensis
pomarea dimidiata,pomarea dimidiata
pomarea nigra,pomarea nigra
pomarea maupitiensis,pomarea pomarea
pomarea mendozae,pomarea mendozae
pomarea mira,pomarea mira
pomarea nukuhivae,pomarea nukuhivae
pomarea iphis,pomarea iphis
pomarea fluxa,pomarea fluxa
pomarea whitneyi,pomarea whitneyi
mayrornis schistaceus,mayrornis schistaceus
mayrornis versicolor,mayrornis versicolor
mayrornis lessoni,mayrornis lessoni
neolalage banksiana,neolalage banksiana
clytorhynchus pachycephaloides,clytorhynchus pachycephaloides
clytorhynchus vitiensis,clytorhynchus vitiensis
clytorhynchus nigrogularis,clytorhynchus nigrogularis
clytorhynchus sanctaecrucis,clytorhynchus sanctaecrucis
clytorhynchus hamlini,clytorhynchus hamlini
metabolus rugensis,metabolus rugensis
symposiachrus axillaris,symposiachrus axillaris
symposiachrus guttula,symposiachrus guttula
symposiachrus mundus,symposiachrus mundus
symposiachrus sacerdotum,symposiachrus sacerdotum
symposiachrus boanensis,symposiachrus boanensis
symposiachrus melanopterus,unknown
symposiachrus trivirgatus,symposiachrus trivirgatus
symposiachrus bimaculatus,unknown
symposiachrus leucurus,symposiachrus leucurus
symposiachrus everetti,symposiachrus everetti
symposiachrus loricatus,symposiachrus loricatus
symposiachrus julianae,symposiachrus julianae
symposiachrus brehmii,symposiachrus brehmii
symposiachrus manadensis,symposiachrus manadensis
symposiachrus infelix,symposiachrus infelix
symposiachrus menckei,symposiachrus menckei
symposiachrus verticalis,symposiachrus verticalis
symposiachrus barbatus,symposiachrus barbatus
symposiachrus browni,symposiachrus browni
symposiachrus vidua,symposiachrus vidua
symposiachrus rubiensis,symposiachrus rubiensis
monarcha cinerascens,monarcha cinerascens
monarcha melanopsis,monarcha melanopsis
monarcha frater,monarcha frater
monarcha erythrostictus,monarcha erythrostictus
monarcha castaneiventris,monarcha castaneiventris
monarcha richardsii,monarcha richardsii
monarcha godeffroyi,monarcha godeffroyi
monarcha takatsukasae,monarcha takatsukasae
carterornis leucotis,carterornis leucotis
carterornis pileatus,carterornis pileatus
carterornis castus,carterornis castus
carterornis chrysomela,carterornis chrysomela
arses insularis,arses insularis
arses telescopthalmus,arses telescopthalmus
arses lorealis,arses lorealis
arses kaupi,arses kaupi
grallina cyanoleuca,grallina cyanoleuca
grallina bruijnii,grallina bruijnii
myiagra oceanica,myiagra oceanica
myiagra erythrops,myiagra erythrops
myiagra freycineti,myiagra freycineti
myiagra pluto,myiagra pluto
myiagra galeata,myiagra galeata
myiagra atra,myiagra atra
myiagra rubecula,myiagra rubecula
myiagra ferrocyanea,myiagra ferrocyanea
myiagra cervinicauda,myiagra cervinicauda
myiagra caledonica,myiagra caledonica
myiagra vanikorensis,myiagra vanikorensis
myiagra albiventris,myiagra albiventris
myiagra azureocapilla,myiagra azureocapilla
myiagra castaneigularis,myiagra castaneigularis
myiagra ruficollis,myiagra ruficollis
myiagra cyanoleuca,myiagra cyanoleuca
myiagra alecto,myiagra alecto
myiagra hebetior,myiagra hebetior
myiagra eichhorni,unknown
myiagra cervinicolor,unknown
myiagra nana,myiagra nana
myiagra inquieta,myiagra inquieta
platylophus galericulatus,platylophus galericulatus
platysmurus leucopterus,platysmurus leucopterus
platysmurus aterrimus,unknown
perisoreus infaustus,perisoreus infaustus
perisoreus internigrans,perisoreus internigrans
perisoreus canadensis,perisoreus canadensis
cyanolyca armillata,cyanolyca armillata
cyanolyca viridicyanus,cyanolyca viridicyanus
cyanolyca turcosa,cyanolyca turcosa
cyanolyca pulchra,cyanolyca pulchra
cyanolyca cucullata,cyanolyca cucullata
cyanolyca pumilo,cyanolyca pumilo
cyanolyca nanus,cyanolyca nanus
cyanolyca mirabilis,cyanolyca mirabilis
cyanolyca argentigula,cyanolyca argentigula
cyanocorax melanocyaneus,cyanocorax melanocyaneus
cyanocorax sanblasianus,cyanocorax sanblasianus
cyanocorax yucatanicus,cyanocorax yucatanicus
cyanocorax beecheii,cyanocorax beecheii
cyanocorax violaceus,cyanocorax violaceus
cyanocorax caeruleus,cyanocorax caeruleus
cyanocorax cyanomelas,cyanocorax cyanomelas
cyanocorax cristatellus,cyanocorax cristatellus
cyanocorax dickeyi,cyanocorax dickeyi
cyanocorax affinis,cyanocorax affinis
cyanocorax mystacalis,cyanocorax mystacalis
cyanocorax cayanus,cyanocorax cayanus
cyanocorax heilprini,cyanocorax heilprini
cyanocorax chrysops,cyanocorax chrysops
cyanocorax cyanopogon,cyanocorax cyanopogon
cyanocorax luxuosus,unknown
cyanocorax yncas,cyanocorax yncas
psilorhinus morio,psilorhinus morio
calocitta colliei,calocitta colliei
calocitta formosa,calocitta formosa
cyanocitta cristata,cyanocitta cristata
cyanocitta stelleri,cyanocitta stelleri
aphelocoma wollweberi,aphelocoma wollweberi
aphelocoma ultramarina,aphelocoma ultramarina
aphelocoma unicolor,aphelocoma unicolor
aphelocoma californica,aphelocoma californica
aphelocoma woodhouseii,aphelocoma woodhouseii
aphelocoma insularis,aphelocoma insularis
aphelocoma coerulescens,aphelocoma coerulescens
gymnorhinus cyanocephalus,gymnorhinus cyanocephalus
garrulus glandarius,garrulus glandarius
garrulus lanceolatus,garrulus lanceolatus
garrulus lidthi,garrulus lidthi
cyanopica cyanus,cyanopica cyanus
cyanopica cooki,cyanopica cooki
urocissa ornata,urocissa ornata
urocissa caerulea,urocissa caerulea
urocissa flavirostris,urocissa flavirostris
urocissa erythroryncha,urocissa erythroryncha
urocissa whiteheadi,urocissa whiteheadi
cissa chinensis,cissa chinensis
cissa hypoleuca,cissa hypoleuca
cissa thalassina,cissa thalassina
cissa jefferyi,cissa jefferyi
dendrocitta vagabunda,dendrocitta vagabunda
dendrocitta occipitalis,dendrocitta occipitalis
dendrocitta cinerascens,dendrocitta cinerascens
dendrocitta formosae,dendrocitta formosae
dendrocitta leucogastra,dendrocitta leucogastra
dendrocitta frontalis,dendrocitta frontalis
dendrocitta bayleii,dendrocitta bayleii
crypsirina temia,crypsirina temia
crypsirina cucullata,crypsirina cucullata
temnurus temnurus,temnurus temnurus
pica pica,pica pica
pica mauritanica,pica mauritanica
pica asirensis,pica asirensis
pica bottanensis,pica bottanensis
pica serica,pica serica
pica hudsonia,pica hudsonia
pica nuttalli,pica nuttalli
zavattariornis stresemanni,zavattariornis stresemanni
podoces hendersoni,podoces hendersoni
podoces biddulphi,podoces biddulphi
podoces panderi,podoces panderi
podoces pleskei,podoces pleskei
nucifraga columbiana,nucifraga columbiana
nucifraga caryocatactes,nucifraga caryocatactes
nucifraga multipunctata,nucifraga multipunctata
pyrrhocorax pyrrhocorax,pyrrhocorax pyrrhocorax
pyrrhocorax graculus,pyrrhocorax graculus
ptilostomus afer,ptilostomus afer
coloeus monedula,corvus monedula
coloeus dauuricus,corvus dauuricus
corvus splendens,corvus splendens
corvus moneduloides,corvus moneduloides
corvus typicus,corvus typicus
corvus unicolor,corvus unicolor
corvus enca,corvus enca
corvus samarensis,unknown
corvus pusillus,unknown
corvus violaceus,corvus violaceus
corvus florensis,corvus florensis
corvus kubaryi,corvus kubaryi
corvus validus,corvus validus
corvus woodfordi,corvus woodfordi
corvus meeki,corvus meeki
corvus fuscicapillus,corvus fuscicapillus
corvus tristis,corvus tristis
corvus capensis,corvus capensis
corvus frugilegus,corvus frugilegus
corvus brachyrhynchos,corvus brachyrhynchos
corvus imparatus,corvus imparatus
corvus sinaloae,corvus sinaloae
corvus ossifragus,corvus ossifragus
corvus palmarum,corvus palmarum
corvus minutus,unknown
corvus jamaicensis,corvus jamaicensis
corvus nasicus,corvus nasicus
corvus leucognaphalus,corvus leucognaphalus
corvus hawaiiensis,corvus hawaiiensis
corvus corone,corvus corone
corvus cornix,corvus cornix
corvus torquatus,corvus pectoralis
corvus macrorhynchos,corvus macrorhynchos
corvus levaillantii,unknown
corvus culminatus,unknown
corvus orru,corvus orru
corvus insularis,corvus insularis
corvus bennetti,corvus bennetti
corvus tasmanicus,corvus tasmanicus
corvus mellori,corvus mellori
corvus coronoides,corvus coronoides
corvus albus,corvus albus
corvus ruficollis,corvus ruficollis
corvus edithae,corvus edithae
corvus corax,corvus corax
corvus cryptoleucus,corvus cryptoleucus
corvus rhipidurus,corvus rhipidurus
corvus albicollis,corvus albicollis
corvus crassirostris,corvus crassirostris
corcorax melanorhamphos,corcorax melanorhamphos
struthidea cinerea,struthidea cinerea
melampitta lugubris,melampitta lugubris
megalampitta gigantea,melampitta gigantea
ifrita kowaldi,ifrita kowaldi
lycocorax pyrrhopterus,lycocorax pyrrhopterus
lycocorax obiensis,unknown
manucodia ater,manucodia ater
manucodia alter,unknown
manucodia jobiensis,manucodia jobiensis
manucodia chalybatus,manucodia chalybatus
manucodia comrii,manucodia comrii
phonygammus keraudrenii,phonygammus keraudrenii
paradigalla carunculata,paradigalla carunculata
paradigalla brevicauda,paradigalla brevicauda
astrapia nigra,astrapia nigra
astrapia splendidissima,astrapia splendidissima
astrapia mayeri,astrapia mayeri
astrapia stephaniae,astrapia stephaniae
astrapia rothschildi,astrapia rothschildi
parotia sefilata,parotia sefilata
parotia carolae,parotia carolae
parotia berlepschi,parotia berlepschi
parotia lawesii,parotia lawesii
parotia helenae,unknown
parotia wahnesi,parotia wahnesi
pteridophora alberti,pteridophora alberti
lophorina superba,lophorina superba
lophorina niedda,lophorina niedda
lophorina minor,lophorina minor
ptiloris paradiseus,ptiloris paradiseus
ptiloris victoriae,ptiloris victoriae
ptiloris magnificus,ptiloris magnificus
ptiloris intercedens,ptiloris intercedens
epimachus fastosus,epimachus fastosus
epimachus meyeri,epimachus meyeri
drepanornis albertisi,drepanornis albertisi
drepanornis bruijnii,drepanornis bruijnii
diphyllodes magnificus,cicinnurus magnificus
diphyllodes respublica,cicinnurus respublica
cicinnurus regius,cicinnurus regius
semioptera wallacii,semioptera wallacii
seleucidis melanoleucus,seleucidis melanoleucus
paradisaea apoda,paradisaea apoda
paradisaea raggiana,paradisaea raggiana
paradisaea minor,paradisaea minor
paradisaea decora,paradisaea decora
paradisaea rubra,paradisaea rubra
paradisaea guilielmi,paradisaea guilielmi
paradisornis rudolphi,paradisaea rudolphi
tregellasia leucops,tregellasia leucops
tregellasia capito,tregellasia capito
quoyornis georgianus,eopsaltria georgiana
eopsaltria australis,eopsaltria australis
eopsaltria griseogularis,eopsaltria griseogularis
gennaeodryas placens,poecilodryas placens
melanodryas cucullata,melanodryas cucullata
melanodryas vittata,melanodryas vittata
peneothello sigillata,peneothello sigillata
peneothello cryptoleuca,peneothello cryptoleuca
peneothello cyanus,peneothello cyanus
peneothello bimaculata,peneothello bimaculata
peneothello pulverulenta,eopsaltria pulverulenta
poecilodryas brachyura,poecilodryas brachyura
poecilodryas hypoleuca,poecilodryas hypoleuca
poecilodryas superciliosa,poecilodryas superciliosa
poecilodryas cerviniventris,poecilodryas cerviniventris
plesiodryas albonotata,poecilodryas albonotata
heteromyias albispecularis,heteromyias albispecularis
heteromyias armiti,unknown
heteromyias cinereifrons,heteromyias cinereifrons
drymodes beccarii,drymodes beccarii
drymodes superciliaris,drymodes superciliaris
drymodes brunneopygia,drymodes brunneopygia
microeca flavigaster,microeca flavigaster
microeca hemixantha,microeca hemixantha
microeca fascinans,microeca fascinans
monachella muelleriana,monachella muelleriana
cryptomicroeca flaviventris,eopsaltria flaviventris
kempiella griseoceps,microeca griseoceps
kempiella flavovirescens,microeca flavovirescens
devioeca papuana,microeca papuana
eugerygone rubra,eugerygone rubra
petroica rosea,petroica rosea
petroica rodinogaster,petroica rodinogaster
petroica archboldi,petroica archboldi
petroica bivittata,petroica bivittata
petroica phoenicea,petroica phoenicea
petroica polymorpha,unknown
petroica pusilla,petroica pusilla
petroica multicolor,petroica multicolor
petroica boodang,petroica boodang
petroica goodenovii,petroica goodenovii
petroica macrocephala,petroica macrocephala
petroica longipes,petroica longipes
petroica australis,petroica australis
petroica traversi,petroica traversi
pachycephalopsis hattamensis,pachycephalopsis hattamensis
pachycephalopsis poliosoma,pachycephalopsis poliosoma
amalocichla sclateriana,amalocichla sclateriana
amalocichla incerta,amalocichla incerta
picathartes gymnocephalus,picathartes gymnocephalus
picathartes oreas,picathartes oreas
chaetops frenatus,chaetops frenatus
chaetops aurantius,chaetops aurantius
eupetes macrocerus,eupetes macrocerus
bombycilla garrulus,bombycilla garrulus
bombycilla japonica,bombycilla japonica
bombycilla cedrorum,bombycilla cedrorum
phainoptila melanoxantha,phainoptila melanoxantha
ptiliogonys cinereus,ptiliogonys cinereus
ptiliogonys caudatus,ptiliogonys caudatus
phainopepla nitens,phainopepla nitens
hypocolius ampelinus,hypocolius ampelinus
dulus dominicus,dulus dominicus
chaetoptila angustipluma,chaetoptila angustipluma
moho braccatus,moho braccatus
moho apicalis,moho apicalis
moho bishopi,moho bishopi
moho nobilis,moho nobilis
hylocitrea bonensis,hylocitrea bonensis
chelidorhynx hypoxanthus,chelidorhynx hypoxanthus
stenostira scita,stenostira scita
culicicapa ceylonensis,culicicapa ceylonensis
culicicapa helianthea,culicicapa helianthea
elminia longicauda,elminia longicauda
elminia albicauda,elminia albicauda
elminia nigromitrata,elminia nigromitrata
elminia albiventris,elminia albiventris
elminia albonotata,elminia albonotata
cephalopyrus flammiceps,cephalopyrus flammiceps
sylviparus modestus,sylviparus modestus
melanochlora sultanea,melanochlora sultanea
periparus rufonuchalis,periparus rufonuchalis
periparus rubidiventris,periparus rubidiventris
periparus ater,periparus ater
pardaliparus venustulus,periparus venustulus
pardaliparus elegans,periparus elegans
pardaliparus amabilis,periparus amabilis
lophophanes cristatus,lophophanes cristatus
lophophanes dichrous,lophophanes dichrous
baeolophus wollweberi,baeolophus wollweberi
baeolophus inornatus,baeolophus inornatus
baeolophus ridgwayi,baeolophus ridgwayi
baeolophus bicolor,baeolophus bicolor
baeolophus atricristatus,baeolophus atricristatus
sittiparus varius,sittiparus varius
sittiparus owstoni,sittiparus owstoni
sittiparus olivaceus,sittiparus olivaceus
sittiparus castaneoventris,sittiparus castaneoventris
sittiparus semilarvatus,sittiparus semilarvatus
